Symbol: VDE,,,,,Study: VOL (LikeMain)
Date Time,Open,High,Low,Close,Volume
2011-11-16,103.65,105.6,102.87,103.04,182100
2011-11-17,103.01,103.5,99.74,100.62,171900
2011-11-18,101.5,101.65,99.5,100.15,129100
2011-11-21,98.33,98.85,96.86,98.42,112700
2011-11-22,98.03,98.76,96.8,97.32,129500
2011-11-23,95.87,96.06,94.3,94.3,223200
2011-11-25,93.96,95.18,93.6,93.64,54800
2011-11-28,97.12,97.84,96.21,97.15,162000
2011-11-29,97.5,99.36,97.17,98.64,91600
2011-11-30,102.44,104.09,101.98,103.93,221200
2011-12-01,103.7,104.6,102.81,103.39,222700
2011-12-02,104.66,104.88,103.23,103.47,129900
2011-12-05,105.06,105.95,103.8,104.66,134300
2011-12-06,104.66,105.58,103.87,104.78,182900
2011-12-07,104.62,104.62,103.05,103.86,133100
2011-12-08,103.3,103.65,100.64,100.84,140500
2011-12-09,101.61,103.76,101.32,103.37,91000
2011-12-12,102.01,102.32,99.51,100.9,144300
2011-12-13,102,102.99,99.25,99.94,80300
2011-12-14,98.82,99.03,96.64,96.98,149500
2011-12-15,98.08,98.43,96.5,96.72,134900
2011-12-16,97.41,98.26,96.87,97.91,122500
2011-12-19,98.23,98.23,95.84,96.09,94900
2011-12-20,97.93,100.21,97.93,99.96,148400
2011-12-21,98.49,99.76,97.81,99.55,131600
2011-12-22,99.92,101.01,99.83,100.8,106800
2011-12-23,101.29,101.47,100.6,101.47,60500
2011-12-27,101.45,102.1,101.23,101.76,88500
2011-12-28,101.8,102.09,99.64,99.75,211000
2011-12-29,100.17,100.97,100.04,100.8,127800
2011-12-30,100.4,101.29,100.4,100.81,153900
2012-01-03,103.05,104.09,102.86,103.54,145200
2012-01-04,103.32,104.02,102.66,103.85,89900
2012-01-05,103.33,103.49,102.15,103.41,116200
2012-01-06,103.96,103.96,102.6,102.78,124200
2012-01-09,102.98,103.41,102.69,103.17,116400
2012-01-10,104.6,104.9,103.85,104.06,135900
2012-01-11,103.9,103.9,102.44,102.74,344600
2012-01-12,102.45,102.69,101.46,101.9,105500
2012-01-13,101.23,101.31,100.31,101.22,168800
2012-01-17,102.86,102.86,101.61,101.92,101600
2012-01-18,101.8,103.67,101.43,103.6,89200
2012-01-19,103.94,104.4,103.59,103.99,104700
2012-01-20,103.98,104.38,103.23,103.9,87500
2012-01-23,104.3,105.11,104.15,104.87,67000
2012-01-24,104.1,104.63,103.52,104.55,123100
2012-01-25,104.4,106.14,103.23,105.96,143700
2012-01-26,106.5,106.52,103.9,104.27,160400
2012-01-27,103.72,104.53,103.7,104.18,126900
2012-01-30,103.5,103.6,102.2,103.6,104900
2012-01-31,104.2,104.27,102.36,102.86,104100
2012-02-01,103.48,104.11,102.98,103.39,110800
2012-02-02,103.59,104.4,103.1,103.99,96200
2012-02-03,105.21,105.87,104.75,105.81,110300
2012-02-06,105.33,107.11,105.04,107.07,135100
2012-02-07,106.5,107.82,105.81,107.63,156100
2012-02-08,107.83,108.13,106.7,107.36,111300
2012-02-09,107.81,107.81,106.61,107.36,112900
2012-02-10,106.28,106.45,105.68,106.15,122700
2012-02-13,107.08,107.33,106.25,107.07,109800
2012-02-14,106.86,107.53,106.5,107.36,82400
2012-02-15,107.86,108.09,106.95,107.27,121800
2012-02-16,107.4,108.96,106.84,108.82,114500
2012-02-17,109.66,109.69,108.58,109.18,115800
2012-02-21,109.9,110.42,109.55,109.85,199500
2012-02-22,109.9,110.75,109.78,110.06,157500
2012-02-23,110.31,110.84,109.32,110.76,100700
2012-02-24,111.01,111.53,110.89,111.16,189400
2012-02-27,110.85,111.37,110,110.79,146300
2012-02-28,110.89,111.2,109.83,110.4,130500
2012-02-29,110.76,110.92,108.8,109.12,138200
2012-03-01,109.61,110.48,109.36,110.28,244000
2012-03-02,109.89,110.13,108.51,108.94,89100
2012-03-05,108.79,108.79,107.34,108.41,104800
2012-03-06,106.87,106.87,105.73,106.46,182600
2012-03-07,106.75,107.57,106.05,107.2,60600
2012-03-08,107.89,108.42,107.2,108.11,47800
2012-03-09,108.52,108.99,107.9,108.17,71500
2012-03-12,107.9,108.04,107,107.42,96800
2012-03-13,107.91,108.9,107.09,108.87,76500
2012-03-14,108.65,109.07,107.49,107.8,153600
2012-03-15,107.99,108.34,107.15,107.95,106100
2012-03-16,108.2,109.79,108.2,109.38,71900
2012-03-19,109.24,110.5,109.14,110.08,95400
2012-03-20,109,109.12,108.19,108.36,71400
2012-03-21,108.24,108.24,107.01,107.35,69000
2012-03-22,106.25,106.35,104.47,105,162700
2012-03-23,105.21,106.46,104.65,106.15,89400
2012-03-26,107.32,107.32,106.48,107.09,86300
2012-03-27,107.06,107.18,105.88,105.93,88900
2012-03-28,105.29,105.69,103.63,104.48,202500
2012-03-29,103.93,104.57,103,104.49,81700
2012-03-30,105.01,105.47,104.21,105.18,77400
2012-04-02,104.9,106.97,104.67,106.23,98300
2012-04-03,106.08,106.14,104.29,105.4,227500
2012-04-04,104.07,104.51,103.36,103.92,126800
2012-04-05,103.3,104.62,103.11,103.28,106900
2012-04-09,101.64,102.65,101.44,102.01,112000
2012-04-10,101.78,101.94,99.67,99.86,120400
2012-04-11,100.89,101.26,99.74,99.87,95000
2012-04-12,100,102.29,99.99,102.08,86700
2012-04-13,101.52,101.89,100.4,100.51,260000
2012-04-16,100.77,101.27,99.45,99.95,114700
2012-04-17,100.68,102.01,100.68,101.57,88900
2012-04-18,101.29,101.88,101,101.35,65900
2012-04-19,101.28,102.07,100.76,101.19,126000
2012-04-20,102.34,102.53,100.89,100.94,70100
2012-04-23,99.35,101.04,99,100.86,203300
2012-04-24,101.15,101.82,100.74,101.5,78000
2012-04-25,102.01,102.73,101.65,102.67,79600
2012-04-26,102.3,103.69,101.98,103.63,89300
2012-04-27,103.82,104.01,103.14,103.6,67500
2012-04-30,103.38,104.24,103.14,104.06,108000
2012-05-01,104.22,106.15,104.06,105.36,154400
2012-05-02,104.41,104.41,103.43,103.67,71200
2012-05-03,103.69,103.7,101.65,101.9,64900
2012-05-04,100.83,101.12,99.23,99.66,118800
2012-05-07,98.97,100,98.49,99.48,82200
2012-05-08,98.57,99.24,97.01,99.08,144300
2012-05-09,97.85,99.15,97.07,98.44,198300
2012-05-10,99.31,100.02,98.71,98.95,85400
2012-05-11,98.5,99.73,98.11,98.25,72100
2012-05-14,97.1,97.18,96.4,96.58,217500
2012-05-15,96.5,96.95,94.68,94.98,329100
2012-05-16,95.11,96.77,94.55,94.55,133500
2012-05-17,94.62,95.38,93.8,93.86,174100
2012-05-18,94.15,94.87,92.78,93.14,122600
2012-05-21,93.22,95.5,93.22,95.48,99000
2012-05-22,95.79,96.83,94.4,95.05,134000
2012-05-23,94.14,95.5,92.87,95.46,196600
2012-05-24,95.67,95.83,94.09,95.19,123300
2012-05-25,95.21,95.68,94.66,94.93,104100
2012-05-29,95.77,97.08,95.5,96.42,84200
2012-05-30,94.99,95.04,93.18,93.52,131000
2012-05-31,93.43,93.61,91.07,92.53,192300
2012-06-01,90.65,91.14,90.08,90.25,179000
2012-06-04,90.29,90.79,88.79,90.09,162500
2012-06-05,89.95,91.42,89.88,90.95,131100
2012-06-06,92,93.79,91.96,93.77,124500
2012-06-07,95.04,95.84,93.67,93.89,187500
2012-06-08,93.16,93.95,92.29,93.82,347700
2012-06-11,95,95.17,92.36,92.51,127500
2012-06-12,92.99,93.94,92.53,93.73,109400
2012-06-13,93.16,94.14,92.17,92.56,86800
2012-06-14,92.65,94.4,92.39,94.11,79300
2012-06-15,94.65,95.88,94.17,95.86,146400
2012-06-18,94.99,95.21,94.36,94.92,98300
2012-06-19,95.53,96.91,95.22,96.5,122100
2012-06-20,96.59,97.09,95.26,96.11,75300
2012-06-21,95.89,96.11,91.92,92.01,160900
2012-06-22,92.79,93.11,91.73,92.77,90200
2012-06-25,91.51,91.51,89.95,90.71,169800
2012-06-26,90.97,91.98,90.26,91.69,112300
2012-06-27,92.1,93.86,92.1,93.59,78900
2012-06-28,93.03,94.39,92.6,94.29,84900
2012-06-29,96.36,97.29,95.96,97.29,194700
2012-07-02,97.47,97.56,96.15,97.41,168100
2012-07-03,97.93,99.65,97.93,99.65,87300
2012-07-05,99.03,99.23,98.06,98.39,125100
2012-07-06,97,97.63,96.5,97.27,94000
2012-07-09,97,97.25,96.02,96.79,98500
2012-07-10,97.3,97.6,94.7,95.22,149800
2012-07-11,95.52,96.85,95.41,96.51,187600
2012-07-12,95.5,96.51,94.89,95.97,170300
2012-07-13,96.58,97.79,96.43,97.62,135500
2012-07-16,97.31,98.33,96.78,98.01,119700
2012-07-17,98.45,99.28,96.92,99.23,133900
2012-07-18,98.82,100.15,98.68,99.99,106800
2012-07-19,100.45,100.6,99.75,100.29,89200
2012-07-20,100,100.45,99.48,100.45,79700
2012-07-23,98.56,99.5,97.71,99.19,111500
2012-07-24,99.52,99.52,96.5,97.72,97000
2012-07-25,98.13,98.37,96.9,97.64,137800
2012-07-26,99.02,100.44,98.89,100.17,161400
2012-07-27,100.55,102.4,99.95,101.98,192000
2012-07-30,102.03,102.67,101.59,102.36,130500
2012-07-31,102.08,102.54,101.1,101.1,135900
2012-08-01,101.5,102.01,100.58,101.53,41700
2012-08-02,100.32,100.71,98.84,99.65,91200
2012-08-03,101.25,102.64,101.25,102.04,87600
2012-08-06,102.21,102.89,102.2,102.37,74900
2012-08-07,103,104.37,103,103.89,104600
2012-08-08,103.49,104.38,103.3,103.98,59500
2012-08-09,103.71,105.07,103.61,104.57,72300
2012-08-10,104.07,104.99,103.39,104.93,53500
2012-08-13,104.86,104.97,103.86,104.33,49800
2012-08-14,104.83,105.04,104,104.34,83100
2012-08-15,104.17,104.62,103.93,104.28,71900
2012-08-16,104.57,105.48,104.37,105.33,107500
2012-08-17,105.39,105.52,104.89,105.11,99400
2012-08-20,104.84,105.17,104.45,104.79,97800
2012-08-21,105.23,105.78,104.25,104.47,84000
2012-08-22,104.23,104.9,103.8,104.77,121800
2012-08-23,104.55,104.81,103.47,103.57,188200
2012-08-24,103.3,104.43,102.88,104.21,80800
2012-08-27,104.35,104.86,103.89,104.07,101200
2012-08-28,103.93,104.61,103.82,104.24,103500
2012-08-29,104.31,104.37,103.5,103.66,72900
2012-08-30,103.26,103.26,102.19,102.43,108100
2012-08-31,103.19,103.89,102.64,103.35,131500
2012-09-04,103.31,103.43,101.88,102.75,102200
2012-09-05,102.7,103.01,102.29,102.54,136500
2012-09-06,103.17,105.32,103.17,104.63,96500
2012-09-07,104.88,106.48,104.88,106.46,119000
2012-09-10,106.3,106.92,105.89,105.93,99200
2012-09-11,106.25,107.23,106.25,107,101100
2012-09-12,107.56,107.8,107.12,107.49,112300
2012-09-13,107.74,110,107.03,109.57,311000
2012-09-14,110.38,112.08,110.1,111.23,214900
2012-09-17,110.94,111.48,109.91,110.24,160500
2012-09-18,109.72,109.9,108.62,109.24,163100
2012-09-19,109.35,109.35,108.28,108.28,170800
2012-09-20,107.44,108.83,106.96,108.64,130000
2012-09-21,109.47,109.59,108.75,108.87,156900
2012-09-24,108,108.6,107.93,108.26,85100
2012-09-25,108.52,108.82,106.99,107.08,136700
2012-09-26,106.56,106.69,105.66,105.98,222300
2012-09-27,106.7,107.72,106.39,107.47,101300
2012-09-28,107.19,107.23,106.33,106.98,132800
2012-10-01,107.59,108.43,107.3,107.48,74100
2012-10-02,108.15,108.15,106.89,107.49,125600
2012-10-03,107.3,107.3,105.62,106.11,119600
2012-10-04,106.73,107.37,106.48,107.25,112200
2012-10-05,107.61,107.92,106.61,106.93,84000
2012-10-08,106.33,107.21,106.22,107.06,64800
2012-10-09,107.07,108.11,107.07,107.23,160100
2012-10-10,106.72,106.85,105.12,105.34,131400
2012-10-11,106.23,107.05,106.13,106.21,89800
2012-10-12,106.21,106.35,104.96,105.58,87500
2012-10-15,105.48,106.19,104.66,106.1,63900
2012-10-16,106.58,107.82,106.58,107.69,67000
2012-10-17,107.86,109.11,107.75,109,83200
2012-10-18,108.48,109.35,108.48,109.07,68600
2012-10-19,109.07,109.15,106.99,107.3,92100
2012-10-22,107.12,107.59,105.6,106.67,106400
2012-10-23,105.07,105.08,103.5,104.24,144700
2012-10-24,104.76,104.93,103.3,103.49,143900
2012-10-25,104.46,104.58,103.25,104.4,74700
2012-10-26,104.26,105.19,103.96,104.52,89900
2012-10-31,104.7,105.16,103.65,104.38,103800
2012-11-01,103.97,105.17,103.97,105.07,125900
2012-11-02,105.27,105.7,103,103.29,92700
2012-11-05,103.27,104.3,103,104.1,74100
2012-11-06,104.68,106.05,104.49,105.65,80800
2012-11-07,104.23,104.35,102.06,102.65,131000
2012-11-08,102.71,103.09,100.92,100.92,125000
2012-11-09,100.59,102.05,100.11,100.91,122800
2012-11-12,101.23,101.33,100.64,100.97,124000
2012-11-13,100.14,101.75,100.03,100.4,73600
2012-11-14,100.63,100.87,99.03,99.18,153800
2012-11-15,99.21,100.1,98.53,99.16,111800
2012-11-16,99.36,99.74,98,99.7,94900
2012-11-19,100.95,102.09,100.9,102.05,116700
2012-11-20,101.82,102.11,100.94,101.62,78900
2012-11-21,101.95,102.21,101.46,102.12,74700
2012-11-23,102.57,103.5,102.38,103.5,42200
2012-11-26,102.74,102.8,101.94,102.6,102000
2012-11-27,102.29,102.64,101.56,101.69,87700
2012-11-28,100.75,102.78,100.48,102.76,116300
2012-11-29,103.18,103.77,102.65,103.03,138900
2012-11-30,103.1,103.45,102.61,102.99,107000
2012-12-03,103.64,103.75,102.31,102.39,118400
2012-12-04,102.26,102.93,102.03,102.13,110600
2012-12-05,102.55,103.61,102.39,103.08,154600
2012-12-06,103.11,103.44,102.73,103.43,103700
2012-12-07,103.64,104.08,103.31,104.07,119900
2012-12-10,103.92,104.39,103.73,103.96,285900
2012-12-11,104.3,104.92,104.21,104.49,119100
2012-12-12,104.79,105.75,104.57,104.82,91000
2012-12-13,104.71,104.71,103.4,103.88,114000
2012-12-14,103.39,103.71,103.1,103.5,144000
2012-12-17,103.63,104.4,103.63,104.4,154100
2012-12-18,104.57,106.52,104.24,106.26,136900
2012-12-19,106.44,106.58,105.55,105.57,111200
2012-12-20,103.56,104.3,103.38,104.3,114400
2012-12-21,102.97,103.48,102.58,103.2,120900
2012-12-24,103.01,103.01,102.24,102.29,71900
2012-12-26,102.8,103,101.88,102.03,115400
2012-12-27,102.08,102.12,100.55,101.8,153200
2012-12-28,101.14,101.23,100,100.19,177700
2012-12-31,99.88,102.37,99.76,102.26,270800
2013-01-02,104.84,104.84,103.28,104.65,191600
2013-01-03,104.56,105.53,104.09,104.69,219500
2013-01-04,104.75,105.95,104.75,105.79,160300
2013-01-07,105.42,105.42,104.7,105.07,107600
2013-01-08,104.82,104.9,104.2,104.86,74800
2013-01-09,105.22,105.28,104.32,104.68,187700
2013-01-10,105.54,105.83,104.99,105.67,147200
2013-01-11,105.89,105.89,105.42,105.81,102300
2013-01-14,105.87,106.03,105.4,105.69,354800
2013-01-15,105.19,106.24,105.17,106.21,97800
2013-01-16,106.06,106.61,105.87,106.49,76900
2013-01-17,106.93,107.88,106.85,107.26,80200
2013-01-18,107.45,108.15,107.1,108.15,130400
2013-01-22,108.1,109.28,107.8,109.26,98100
2013-01-23,109.05,109.13,108.54,108.84,91100
2013-01-24,108.96,109.97,108.85,109.17,90100
2013-01-25,109.75,110.31,109.45,110.15,116300
2013-01-28,110.42,110.42,109.26,109.83,85800
2013-01-29,110.14,111.63,110.14,111.49,135300
2013-01-30,111.63,112.17,110.68,110.79,129700
2013-01-31,110.61,111,110.16,110.45,102500
2013-02-01,111.1,111.58,110.26,111.46,135400
2013-02-04,110.84,110.91,110.33,110.45,237300
2013-02-05,111.21,111.65,110.7,111.35,155600
2013-02-06,110.73,111.4,110.42,111.4,127600
2013-02-07,111.36,111.5,110.34,111.11,124400
2013-02-08,111.39,112.1,111.36,112.1,110700
2013-02-11,112.08,112.08,111.36,111.43,105200
2013-02-12,111.63,111.84,111.09,111.66,200000
2013-02-13,111.79,112.15,111.76,112.1,88500
2013-02-14,111.87,113.23,111.64,112.96,110400
2013-02-15,113.06,113.06,111.16,111.69,89600
2013-02-19,112.07,113.04,112.07,113,134400
2013-02-20,112.99,112.99,110.62,110.74,126300
2013-02-21,110.17,110.32,109.14,109.88,158900
2013-02-22,110.61,111.07,109.77,111.04,76600
2013-02-25,111.63,112.07,108.13,108.16,111400
2013-02-26,108.8,109.35,107.51,109.04,83800
2013-02-27,108.91,111,108.84,110.73,100700
2013-02-28,110.58,111.52,110.48,110.81,67700
2013-03-01,110,110.7,109.52,110.45,57700
2013-03-04,110.25,110.31,109.11,110.11,98000
2013-03-05,110.98,111.33,110.45,110.89,72200
2013-03-06,111.43,111.53,110.65,111.14,52900
2013-03-07,111.39,111.81,110.98,111.66,80800
2013-03-08,112.01,112.42,111.48,112.21,75600
2013-03-11,112.29,112.47,111.39,112.28,106300
2013-03-12,112.36,113.05,112.15,112.43,62000
2013-03-13,112.45,112.59,112,112.23,62300
2013-03-14,112.57,113.95,112.57,113.77,60800
2013-03-15,113.71,114.2,113.26,113.69,63300
2013-03-18,112.35,113.54,112.26,112.78,78500
2013-03-19,113.03,113.03,110.69,111.59,60700
2013-03-20,112.43,112.54,111.63,112.28,91000
2013-03-21,111.8,112.46,111.56,111.62,124600
2013-03-22,112.02,112.63,111.94,112.48,56700
2013-03-25,112.95,113.4,111.71,112.16,77100
2013-03-26,112.79,113.43,112.6,113.39,62700
2013-03-27,112.84,113.85,112.5,113.7,68900
2013-03-28,113.7,114.05,113.27,113.31,74500
2013-04-01,113.28,113.64,112.35,113.08,73000
2013-04-02,113.21,113.21,112.09,112.38,51900
2013-04-03,112.39,112.52,110.08,110.44,105600
2013-04-04,110.27,110.76,109.55,110.36,131700
2013-04-05,108.94,110.5,108.62,110.45,54200
2013-04-08,110.74,111.2,110.32,111.18,83700
2013-04-09,111.27,112.54,111.02,112.12,84200
2013-04-10,112.5,113.1,112.22,112.7,62300
2013-04-11,112.95,113.59,112.42,113.11,73700
2013-04-12,112.59,112.61,110.89,111.61,108500
2013-04-15,110.62,110.62,107,107.16,221200
2013-04-16,108.26,108.45,106.86,108.31,145600
2013-04-17,107.58,107.58,105.24,106.11,138500
2013-04-18,106.34,107.52,105.43,106.97,104500
2013-04-19,107.59,107.89,106.29,106.84,63400
2013-04-22,107.26,108.2,106.5,107.98,59700
2013-04-23,108.15,109.23,107.92,109.21,87400
2013-04-24,109.47,111.1,109.47,110.59,74500
2013-04-25,110.99,111.73,110.17,110.42,48800
2013-04-26,110.3,110.51,109.49,110.29,82800
2013-04-29,110.71,111.82,110.46,111.41,56600
2013-04-30,111.59,111.85,110.58,111.85,109400
2013-05-01,111.47,111.47,110.01,110.1,107300
2013-05-02,110.68,111.7,110.22,111.35,68900
2013-05-03,112.11,113.77,112.11,113.61,129800
2013-05-06,113.65,114.63,113.62,114.23,115800
2013-05-07,114.7,115.42,114.26,115.02,77600
2013-05-08,115.12,115.43,114.62,115.29,88000
2013-05-09,115.29,115.65,114.59,115.09,63100
2013-05-10,114.53,114.78,113.63,114.62,120300
2013-05-13,114.5,114.58,113.89,114.54,86200
2013-05-14,114.74,116.02,114.5,116,92600
2013-05-15,115.72,116.1,114.93,115.73,56900
2013-05-16,115.62,116.04,114.95,115.24,88100
2013-05-17,115.72,117.06,115.72,117,90400
2013-05-20,117.1,118.81,117.1,118.66,142600
2013-05-21,119,119.44,118.19,118.54,68400
2013-05-22,118.76,119.62,116.56,117.01,182200
2013-05-23,115.46,117.01,115.29,116.93,78800
2013-05-24,116.03,116.47,115.5,116.47,59500
2013-05-28,117.96,118.56,117.14,117.7,109200
2013-05-29,117.24,117.84,116.65,117.46,94800
2013-05-30,117.02,117.68,116.5,117.15,58900
2013-05-31,116.93,117,114.85,114.85,62700
2013-06-03,115.23,115.93,114.68,115.93,79000
2013-06-04,115.56,116,114.21,115.04,104700
2013-06-05,114.88,115.09,113.67,113.73,160600
2013-06-06,113.66,114.54,112.85,114.54,91800
2013-06-07,115.15,116.02,114.72,115.98,84900
2013-06-10,116.59,116.59,115.27,115.59,89300
2013-06-11,114.48,114.94,113.85,113.91,88600
2013-06-12,114.97,115.25,112.93,113.12,85300
2013-06-13,112.91,115.21,112.91,115.08,52000
2013-06-14,115.06,115.23,113.77,114.01,83300
2013-06-17,114.77,115.77,114.68,115.4,115400
2013-06-18,115.61,116.48,115.42,116.09,138500
2013-06-19,116.23,116.65,115.09,115.09,123100
2013-06-20,113.81,113.81,111.47,111.81,156500
2013-06-21,112.78,112.78,110.82,111.97,128000
2013-06-24,110.8,111.38,109.01,110.28,188900
2013-06-25,111.64,112.01,110.75,111.68,137000
2013-06-26,113.01,113.01,111.45,112.41,66900
2013-06-27,112.9,113.55,112.59,112.64,124100
2013-06-28,112.56,113.06,111.84,112.44,94500
2013-07-01,113.43,114.01,112.75,113.06,93100
2013-07-02,113.22,114.25,112.84,113.38,105400
2013-07-03,113.25,113.58,112.49,113.42,53700
2013-07-05,114.35,114.86,113.35,114.82,54000
2013-07-08,115.45,116.14,115.34,115.52,100100
2013-07-09,116.4,116.87,116,116.84,75100
2013-07-10,116.99,117.09,115.9,116.15,110300
2013-07-11,118.23,118.23,116.47,117.25,154200
2013-07-12,117.8,117.8,116.75,117.61,109500
2013-07-15,117.78,117.86,117.31,117.51,106500
2013-07-16,117.58,117.72,116.13,116.88,75900
2013-07-17,117.16,117.76,117.14,117.36,70400
2013-07-18,117.76,118.95,117.76,118.64,71900
2013-07-19,118.96,120.19,118.85,120.16,67100
2013-07-22,120.04,120.31,119.8,119.91,93600
2013-07-23,120.06,120.55,119.95,120.16,69800
2013-07-24,120.3,120.3,118.17,118.81,66900
2013-07-25,118.4,119.59,118.26,119.4,92100
2013-07-26,119.1,119.18,118.22,119.12,63100
2013-07-29,118.81,118.87,117.73,118.11,79200
2013-07-30,118.35,118.43,117.23,117.99,80500
2013-07-31,118.18,119.09,118.13,118.31,67900
2013-08-01,118.99,119.93,118.95,119.83,51300
2013-08-02,119.31,119.47,118.6,119.22,62200
2013-08-05,119,119.07,118.38,119,124800
2013-08-06,118.75,119.25,117.99,118.31,61600
2013-08-07,117.9,118.31,117.43,117.81,44500
2013-08-08,118.44,118.65,117.41,118.5,58800
2013-08-09,118.54,118.66,117.63,118.17,80500
2013-08-12,117.7,118.06,117.29,117.58,114000
2013-08-13,117.88,118.05,117.06,117.78,57100
2013-08-14,117.77,118.03,117.26,117.35,47200
2013-08-15,116.57,117.05,116.15,116.71,67500
2013-08-16,116.39,116.64,115.78,116.31,44100
2013-08-19,116.18,116.18,114.31,114.37,64900
2013-08-20,114.4,115.69,114.27,115.07,66800
2013-08-21,115.07,115.37,114.26,114.4,66000
2013-08-22,114.9,116.39,114.72,116.05,45200
2013-08-23,116.27,116.97,115.68,116.87,69000
2013-08-26,117.23,117.55,116.45,116.74,69800
2013-08-27,115.65,116.77,115.65,115.97,66600
2013-08-28,116.38,118.28,116.38,117.9,56600
2013-08-29,117.81,117.81,116.47,116.72,112300
2013-08-30,117.19,117.2,116.18,116.54,62200
2013-09-03,117.67,117.88,116.56,117.14,70400
2013-09-04,116.98,118.12,116.81,117.84,169600
2013-09-05,118,118.73,118,118.25,69800
2013-09-06,118.63,119.15,117.6,118.37,40100
2013-09-09,118.69,119.78,118.69,119.68,60900
2013-09-10,119.99,119.99,118.78,119.74,127200
2013-09-11,119.77,120.59,119.28,120.59,60300
2013-09-12,120.58,120.68,119.85,119.95,65700
2013-09-13,120.16,120.43,119.75,119.98,158200
2013-09-16,121,121,119.85,119.98,65100
2013-09-17,120,120.95,120,120.65,47000
2013-09-18,120.66,122.44,120.21,121.95,72000
2013-09-19,121.98,122.52,121.58,121.78,82500
2013-09-20,121.98,122.1,120.6,120.81,154900
2013-09-23,120.35,120.78,119.96,120.25,85700
2013-09-24,120.04,121.25,119.92,120.46,49200
2013-09-25,120.77,121.06,120.39,120.51,63100
2013-09-26,120.67,120.94,120.13,120.56,82000
2013-09-27,120.3,120.45,119.84,120.24,134600
2013-09-30,118.86,119.79,118.48,119.31,136700
2013-10-01,119.1,120.5,119.1,120.22,76400
2013-10-02,119.62,120.66,119.18,120.52,48800
2013-10-03,120.18,120.24,118.95,119.57,106000
2013-10-04,119.69,121.06,119.32,120.66,74800
2013-10-07,119.56,120.45,119.38,119.71,61700
2013-10-08,119.53,119.99,118.44,118.44,117500
2013-10-09,118.35,118.45,117.25,117.91,111400
2013-10-10,119.03,120.14,118.77,120.14,64400
2013-10-11,119.93,121.75,119.64,121.46,68000
2013-10-14,120.89,122.36,120.55,122.25,86800
2013-10-15,121.87,122.56,121.39,121.76,104800
