Symbol: QQQ,,,,,Study: VOL (LikeMain)
Date Time,Open,High,Low,Close,Volume
3/4/14,82.5177,82.8364,82.454,82.6816,36479144
3/5/14,82.8273,83.0549,82.6452,82.9092,29896653
3/6/14,83.0822,83.155,82.5359,82.8364,26454100
3/7/14,83.1004,83.1824,82.0078,82.4266,34239610
3/10/14,82.3902,82.5359,81.9714,82.4995,19921251
3/11/14,82.6998,82.9092,81.8986,82.1444,30209011
3/12/14,81.7802,82.4995,81.4706,82.454,30749584
3/13/14,82.7635,82.7908,80.9152,81.2885,53314073
3/14/14,81.0245,81.3796,80.6967,80.7331,42547113
3/17/14,81.2521,81.8621,81.2066,81.4433,31276356
3/18/14,81.5344,82.5268,81.5162,82.4266,34322423
3/19/14,82.454,82.545,81.4433,81.9805,44887159
3/20/14,81.7438,82.454,81.5617,82.2081,34744496
3/21/14,82.6882,82.7247,81.0547,81.219,68830325
3/24/14,81.5201,81.5749,79.768,80.5072,85182538
3/25/14,80.9361,81.4471,80.0965,80.7718,45720528
3/26/14,81.1825,81.3559,79.7224,79.7315,44851647
3/27/14,79.6402,79.9779,78.8463,79.2843,70990960
3/28/14,79.5307,80.3155,79.2205,79.4395,43717041
3/31/14,80.06,80.5437,79.9596,80.0053,37174217
4/1/14,80.3977,81.4654,80.0418,81.4106,42389835
4/2/14,81.7574,81.8395,81.2555,81.6205,37949418
4/3/14,81.7209,81.8395,80.5072,80.9726,33223643
4/4/14,81.4836,81.5931,78.609,78.8189,143783842
4/7/14,78.3353,79.0562,77.5231,78.0706,92042737
4/8/14,78.1619,78.901,77.8881,78.7915,56429054
4/9/14,79.0927,80.1878,78.8737,80.1422,50061944
4/10/14,80.1878,80.1969,77.4409,77.66,80716347
4/11/14,76.9755,77.9702,76.574,76.7565,102630056
4/14/14,77.4318,77.7695,76.647,77.3588,50955599
4/15/14,77.6234,78.0615,75.9991,77.6143,92739471
4/16/14,78.3261,78.6455,77.6508,78.6455,51470867
4/17/14,78.3809,79.0562,78.1436,78.6638,58865854
4/21/14,78.8554,79.2478,78.4813,79.2478,28433792
4/22/14,79.4851,80.0783,79.3847,79.8775,42290759
4/23/14,79.8958,79.9049,79.1292,79.1748,37670101
4/24/14,80.4889,80.4981,79.0744,79.9323,53613442
4/25/14,79.4668,79.549,78.463,78.6547,48589518
4/28/14,79.0106,79.4942,77.6691,78.9102,64239997
4/29/14,79.1657,79.6859,78.7642,79.5399,40262625
4/30/14,79.2022,79.8319,78.9741,79.7497,42395979
5/1/14,79.8775,80.4433,79.6767,79.987,40684099
5/2/14,80.2517,80.4068,79.6494,79.841,43913311
5/5/14,79.3756,80.279,79.1748,80.2608,30599521
5/6/14,80.1513,80.1787,79.1839,79.2205,36926892
5/7/14,79.3938,79.4668,78.0524,78.9923,73954757
5/8/14,78.7185,79.8775,78.5269,78.9193,51017083
5/9/14,78.8554,79.2661,78.3444,79.2113,38442422
5/12/14,79.6767,80.5437,79.6129,80.5163,42682625
5/13/14,80.5984,80.8631,80.4159,80.5711,33215742
5/14/14,80.3338,80.6258,79.9596,80.1513,29020689
5/15/14,80.133,80.2699,79.0106,79.5216,65397735
5/16/14,79.6129,80.0874,79.0653,80.0418,73207597
5/19/14,79.8227,80.7262,79.6676,80.5984,35084338
5/20/14,80.5619,80.854,79.9779,80.3064,36945989
5/21/14,80.4524,81.1186,80.4068,81.073,40366735
5/22/14,81.1642,81.657,81.0365,81.4289,33550187
5/23/14,81.5201,82.0403,81.3285,82.0221,24865066
5/27/14,82.3871,83.0624,82.3141,83.0441,32572974
5/28/14,83.0168,83.1354,82.7156,82.7886,33397885
5/29/14,83.0898,83.327,82.9164,83.3179,36201056
5/30/14,83.3453,83.4548,82.889,83.327,32783034
6/2/14,83.4365,83.4457,82.7156,83.2449,33329282
6/3/14,82.962,83.3453,82.8616,83.2084,23870530
6/4/14,83.0076,83.6556,82.8707,83.5187,22056530
6/5/14,83.6008,84.3765,83.3088,84.2214,38991934
6/6/14,84.559,84.705,84.3674,84.705,24853471
6/9/14,84.7324,84.851,84.413,84.6411,25644427
6/10/14,84.559,84.8328,84.4677,84.7872,22612098
6/11/14,84.4951,84.8875,84.413,84.7689,25076681
6/12/14,84.5864,84.6776,83.7103,84.0023,38655342
6/13/14,84.3856,84.4586,83.8837,84.2487,43229326
6/16/14,84.1027,84.5681,83.9202,84.3217,27634514
6/17/14,84.267,84.5955,84.121,84.3674,21899280
6/18/14,84.4586,84.9605,83.9385,84.8419,37820541
6/19/14,84.9605,85.0244,84.4039,84.7872,42108831
6/20/14,84.8229,84.9785,84.6674,84.887,28302350
6/23/14,84.8595,84.9327,84.6491,84.9053,22773005
6/24/14,84.9053,85.619,84.5759,84.8229,34912344
6/25/14,84.6308,85.5092,84.6216,85.3628,35866183
6/26/14,85.4177,85.4268,84.7497,85.4085,24668267
6/27/14,85.2896,85.7929,85.2713,85.7837,25006389
6/30/14,85.7471,86.1406,85.7105,85.9301,21600368
7/1/14,86.2046,87.1013,86.1955,86.8726,34821295
7/2/14,86.9092,87.1471,86.8451,87.019,20528700
7/3/14,87.2935,87.568,87.0647,87.568,16711763
7/7/14,87.4673,87.5772,87.1379,87.3026,25427049
7/8/14,87.1471,87.202,85.8935,86.2504,44383852
7/9/14,86.4791,86.9915,86.2321,86.8909,32707584
7/10/14,85.8112,86.9732,85.6739,86.6164,48359262
7/11/14,86.8177,87.1745,86.5706,87.1745,21387704
7/14/14,87.568,87.8974,87.4216,87.6961,21397204
7/15/14,87.8242,87.9615,86.7719,87.3942,43146389
7/16/14,88.0164,88.117,87.6504,87.7419,24110665
7/17/14,87.5039,87.8151,86.3053,86.5798,47115032
7/18/14,87.0556,87.9981,86.9275,87.9523,40098095
7/21/14,87.7693,87.9889,87.4308,87.8425,32517982
7/22/14,88.2451,88.5379,88.1628,88.4007,28163557
7/23/14,88.7026,89.0686,88.5471,88.968,31635597
7/24/14,89.1235,89.2242,88.7392,88.8673,27001534
7/25/14,88.4373,88.6386,88.053,88.5196,32680606
7/28/14,88.5745,88.7758,87.8608,88.5471,27980942
7/29/14,88.7301,88.9405,88.3183,88.3915,29531622
7/30/14,88.8765,89.0503,88.3915,88.7392,38631153
7/31/14,88.0255,88.1536,86.8177,86.9458,54695582
8/1/14,86.7719,87.2386,86.0491,86.6255,66345552
8/4/14,86.836,87.5589,86.4883,87.2203,36316445
8/5/14,86.8726,87.1196,86.1497,86.5523,55004996
8/6/14,86.0033,87.0281,85.9393,86.4883,37629405
8/7/14,86.8817,87.0556,85.9118,86.2138,36364630
8/8/14,86.3602,86.9366,85.985,86.836,43975020
8/11/14,87.1562,87.6229,87.1105,87.3484,30909717
8/12/14,87.2752,87.5406,86.8634,87.3118,30773653
8/13/14,87.6687,88.2726,87.6229,88.236,30596273
8/14/14,88.3366,88.7118,88.236,88.6935,27328831
8/15/14,89.1784,89.334,88.2817,89.1235,60332081
8/18/14,89.5719,89.8922,89.4621,89.8098,42554312
8/19/14,90.0203,90.368,89.9654,90.3131,23347195
8/20/14,90.2307,90.4961,90.1575,90.3131,25611830
8/21/14,90.368,90.5418,90.2216,90.4961,21135349
8/22/14,90.5327,90.8163,90.3314,90.6333,26993119
8/25/14,91.0634,91.2098,90.734,90.9536,26365040
8/26/14,91.0726,91.1458,90.8346,91.0451,21966914
8/27/14,91.0726,91.1732,90.8712,91.0634,17044212
8/28/14,90.7706,91.0726,90.6608,90.9628,25752039
8/29/14,91.1824,91.4203,90.8346,91.3013,19575725
9/2/14,91.5392,91.5941,91.1915,91.5667,20034282
9/3/14,91.7954,91.8137,90.8621,91.0268,28360500
9/4/14,91.2556,91.7039,90.7157,90.9444,26953889
9/5/14,91.1183,91.4569,90.615,91.402,33666456
9/8/14,91.402,91.8046,91.1549,91.5758,27956804
9/9/14,91.5575,91.9235,90.6425,90.8163,39833963
9/10/14,90.9353,91.6033,90.6791,91.5667,33966336
9/11/14,91.1732,91.5392,90.8072,91.4935,31432858
9/12/14,91.4111,91.4386,90.7431,91.0268,33273367
9/15/14,91.1275,91.1366,89.8647,90.1484,36034041
9/16/14,89.819,91.1092,89.7183,90.9353,41711262
9/17/14,90.9262,91.5026,90.5235,91.0726,40661437
9/18/14,91.3471,91.768,91.2556,91.7588,33000922
9/19/14,92.142,92.2338,91.3349,91.7018,51158885
9/22/14,91.4816,91.4908,90.4544,90.8488,53050510
9/23/14,90.5002,91.0047,90.4177,90.6011,37057859
9/24/14,90.6837,91.6192,90.381,91.5734,39205011
9/25/14,91.289,91.3991,89.6106,89.6472,74839117
9/26/14,89.9316,90.7662,89.7848,90.6011,61174279
9/29/14,89.7023,90.7295,89.6564,90.4819,36352545
9/30/14,90.7295,91.0781,90.1792,90.6103,45610825
10/1/14,90.381,90.4452,88.8768,89.1611,63415549
10/2/14,89.1428,89.4363,88.0238,89.1611,59421333
10/3/14,89.6656,90.4085,89.3721,90.0416,45385589
10/6/14,90.3168,90.5461,89.5739,89.849,39291936
10/7/14,89.4179,89.6839,88.5649,88.5741,49230104
10/8/14,88.6567,90.5828,88.1063,90.2985,70793153
10/9/14,90.1884,90.4085,88.7025,88.8401,68138816
10/10/14,88.3173,88.8126,86.6021,86.6205,84582734
10/13/14,86.4829,87.1249,85.1896,85.263,88133254
10/14/14,85.85,86.3728,85.0337,85.2722,78297321
10/15/14,83.9698,85.0796,82.7682,84.7219,118673703
10/16/14,82.9425,84.9145,82.9058,84.1899,101576069
10/17/14,85.2905,86.116,84.8044,85.2997,75824929
10/20/14,85.263,86.648,85.1163,86.5746,45223677
10/21/14,87.6294,88.8493,87.4276,88.8493,58449218
10/22/14,89.1153,89.2437,88.3356,88.3907,42714719
10/23/14,89.262,90.2159,89.1244,89.7206,52467998
10/24/14,89.849,90.5186,89.5555,90.4544,47058042
10/27/14,90.2526,90.6837,89.9041,90.5186,32212775
10/28/14,90.8946,91.9036,90.8763,91.8852,37608985
10/29/14,91.5734,91.8302,90.8946,91.5458,44213659
10/30/14,91.1423,91.9586,90.9313,91.7385,39179717
10/31/14,93.2518,93.3252,92.7015,93.0042,59151796
11/3/14,93.1234,93.527,93.0317,93.2794,36503313
11/4/14,92.9675,93.206,92.3346,92.9675,24829016
11/5/14,93.5545,93.582,92.6465,92.9767,28149327
11/6/14,92.9308,93.2977,92.5639,93.2702,26899110
11/7/14,93.4353,93.472,92.7015,93.1876,22821284
11/10/14,93.2335,93.6371,92.9859,93.5178,22197972
11/11/14,93.5362,93.8113,93.2794,93.8113,16849090
11/12/14,93.4353,94.0773,93.4353,93.9764,24040862
11/13/14,94.1507,94.7285,93.9397,94.38,30557856
11/14/14,94.3525,94.6735,94.0406,94.6735,20989181
11/17/14,94.4534,94.6643,93.9397,94.3892,25470523
11/18/14,94.4717,95.2238,94.4626,95.0954,28714317
11/19/14,94.9945,94.9945,94.2241,94.6643,25905122
11/20/14,94.2608,95.1688,94.1874,95.0862,24938924
11/21/14,95.9301,96.0218,94.967,95.2697,37122823
11/24/14,95.5265,96.0585,95.4439,96.0126,19546641
11/25/14,96.1594,96.4437,95.9117,96.1594,19108015
11/26/14,96.2511,96.8381,96.1502,96.7831,20686621
11/28/14,97.0307,97.4526,96.9757,97.2325,18927581
12/1/14,96.9665,97.15,95.7742,96.1319,39216460
12/2/14,96.2327,96.6913,96.031,96.5171,28381119
12/3/14,96.6638,96.8289,96.086,96.6913,35951016
12/4/14,96.5905,97.0215,96.2419,96.6455,33807956
12/5/14,96.8014,96.9482,96.4345,96.6547,27935188
12/8/14,96.407,96.8289,95.4531,95.9668,35636333
12/9/14,94.8478,96.3428,94.5084,96.2694,50190857
12/10/14,96.0952,96.3336,94.5818,94.7561,42880536
12/11/14,95.0312,96.3428,95.0129,95.2055,51870838
12/12/14,94.2975,95.3797,94.1599,94.169,51122180
12/15/14,94.6552,95.0037,92.9308,93.1968,57750039
12/16/14,92.619,93.9856,91.6834,91.7018,71180004
12/17/14,91.766,93.6371,91.6467,93.3711,86911443
12/18/14,94.7102,95.6274,94.4534,95.6182,54340215
12/19/14,95.7165,96.4254,95.4772,96.0388,55853717
12/22/14,95.8823,96.3057,95.8362,96.2781,36789577
12/23/14,96.628,96.6372,95.827,95.9375,32757270
12/24/14,96.0572,96.3886,95.9927,96.0204,15523603
12/26/14,96.2965,96.9041,96.2689,96.7016,15124967
12/29/14,96.6095,96.8949,96.5543,96.6832,18545931
12/30/14,96.407,96.628,95.9099,96.0388,20208069
12/31/14,96.2045,96.5819,94.9156,95.0537,26468226
1/2/15,95.5232,95.9283,94.308,94.7683,34014802
1/5/15,94.354,94.4645,93.1112,93.3782,39670345
1/6/15,93.5163,93.6728,91.7119,92.1261,71914198
1/7/15,92.7338,93.5347,92.5128,93.3137,40817534
1/8/15,94.1055,95.2839,94.0042,95.0997,43680071
1/9/15,95.3943,95.4219,93.9213,94.4737,44980711
1/12/15,94.6578,94.7591,93.2493,93.4887,37072620
1/13/15,94.4001,95.3943,92.7061,93.461,61005090
1/14/15,92.522,93.4242,92.1261,92.9455,55782363
1/15/15,93.3045,93.5255,91.629,91.7395,55403483
1/16/15,91.6198,92.9363,91.4725,92.8166,38411417
1/20/15,93.3782,93.7925,92.3287,93.5531,33633965
1/21/15,93.2769,94.4737,92.9455,94.0318,43588928
1/22/15,94.4001,95.8731,93.5715,95.7718,44412710
1/23/15,95.7626,96.2781,95.4864,95.9835,37782174
1/26/15,95.8731,96.048,95.3851,95.8731,21681970
1/27/15,94.3632,94.4185,93.0744,93.3874,49155288
1/28/15,94.888,94.9893,92.8903,92.9087,47350402
1/29/15,92.835,93.9766,92.0249,93.8017,50552710
1/30/15,93.7188,94.4369,92.9455,93.0744,46629150
2/2/15,93.2861,93.9674,91.8315,93.8845,47386274
2/3/15,94.2251,94.8512,93.6083,94.7867,33401847
2/4/15,94.4001,95.3299,94.1883,94.7039,37011254
2/5/15,94.9432,95.5877,94.7039,95.5232,25640960
2/6/15,95.6705,95.9007,94.6026,94.9432,37115554
2/9/15,94.575,95.0905,94.4093,94.6394,24553759
2/10/15,95.1642,96.2413,95.0169,96.1124,25728946
2/11/15,96.2229,96.6832,96.0388,96.4622,22054351
2/12/15,97.0791,97.6222,96.941,97.5854,24462071
2/13/15,97.8616,98.4416,97.6775,98.4232,31533406
2/17/15,98.4232,98.5797,98.1746,98.5152,19199411
2/18/15,98.3955,98.7086,98.2667,98.6533,16455924
2/19/15,98.5889,99.2057,98.5613,99.1412,21537849
2/20/15,99.0768,99.8593,98.7638,99.8041,30780116
2/23/15,99.7488,99.933,99.5279,99.9053,19408625
2/24/15,99.7765,100.0987,99.4727,99.979,21447574
2/25/15,99.8317,100.2184,99.5095,99.7304,21151366
2/26/15,99.8317,100.292,99.5555,100.2368,24174434
2/27/15,100.1999,100.2644,99.6384,99.7949,30150971
3/2/15,99.9882,100.7339,99.9698,100.6971,24970857
3/3/15,100.4025,100.4945,99.5923,100.2276,22581480
3/4/15,99.8961,100.0434,99.2977,99.8409,22818830
3/5/15,100.0987,100.3104,99.6016,100.0158,16707278
3/6/15,99.8869,100.0803,98.6349,98.8835,33662523
3/9/15,99.086,99.4174,98.6809,99.1689,28499463
3/10/15,98.46,98.4876,97.3276,97.3276,37186378
3/11/15,97.4381,97.5946,96.7292,96.766,27655056
3/12/15,96.6924,97.5117,96.628,97.4013,23324679
3/13/15,97.346,97.6959,96.3702,96.9778,45644495
3/16/15,97.3368,98.2667,97.2356,98.2298,27887829
3/17/15,97.9536,98.5428,97.7327,98.3863,21294206
3/18/15,98.1194,99.8041,97.613,99.353,44124859
3/19/15,99.4542,99.7765,99.307,99.5003,34014142
3/20/15,100.3198,100.6427,100.126,100.1444,34420941
3/23/15,100.0891,100.3659,99.9138,99.9507,18714465
3/24/15,99.9414,100.4028,99.5724,99.5908,24324640
3/25/15,99.7477,99.8399,97.2747,97.3116,45063225
3/26/15,96.5089,97.5331,96.1859,96.9795,51852563
3/27/15,96.961,97.5977,96.8134,97.367,36715089
3/30/15,97.9576,98.5666,97.9576,98.4835,33129884
3/31/15,98.2067,98.4097,97.4132,97.4408,33041017
4/1/15,97.4408,97.4593,96.3059,96.9333,35731176
4/2/15,97.0256,97.3116,96.6842,96.9979,20768911
4/6/15,96.4258,98.0591,96.2782,97.7915,26498497
4/7/15,97.7361,98.4558,97.6254,97.6254,21002014
4/8/15,97.6623,98.5389,97.6531,98.4005,28032846
4/9/15,98.382,99.0556,98.0222,99.0187,25050203
4/10/15,98.9818,99.4339,98.7603,99.4247,18601548
4/13/15,99.4985,100.006,99.0648,99.1756,19272481
4/14/15,99.1663,99.3601,98.3267,98.8895,25744878
4/15/15,99.1479,99.72,99.0279,99.5078,22897675
4/16/15,99.2402,99.5447,99.1018,99.3693,17551307
4/17/15,98.4189,98.6865,97.3947,97.8192,50408702
4/20/15,98.3082,99.4616,98.2713,99.2863,31369672
4/21/15,99.8584,100.0337,99.5908,99.7108,24665464
4/22/15,99.9691,100.4213,99.3232,100.2552,23223451
4/23/15,99.9138,101.0856,99.8953,100.6335,31941123
4/24/15,101.6946,102.1376,101.5285,101.9991,35230167
4/27/15,102.3775,102.5712,101.5193,101.7408,33727221
4/28/15,101.8146,102.0084,100.6796,101.5378,39934740
4/29/15,100.9749,101.5655,100.3474,100.9011,36894546
4/30/15,100.329,100.735,98.788,99.314,47771551
5/1/15,99.7015,100.6889,99.6831,100.6243,35627007
5/4/15,100.9472,101.4178,100.735,100.7904,25475556
5/5/15,100.3936,100.5781,99.1018,99.1479,51849325
5/6/15,99.3232,99.6093,97.8099,98.4651,46261471
5/7/15,98.4374,99.3324,98.3636,99.0556,31792225
5/8/15,100.0799,100.5043,99.9322,100.2921,35788487
5/11/15,100.3567,100.5597,99.8307,99.9045,21327035
5/12/15,99.314,99.9599,98.5481,99.4524,36483922
5/13/15,99.8861,100.4028,99.5078,99.6554,22474918
5/14/15,100.4674,101.1964,100.0983,101.1133,25905813
5/15/15,101.3994,101.5101,100.8642,101.1133,25941793
5/18/15,100.9472,101.7592,100.8734,101.5562,19107438
5/19/15,101.667,101.8238,101.2794,101.4455,15402903
5/20/15,101.5193,102.1191,100.9749,101.5101,22901261
5/21/15,101.3348,102.1745,101.1871,102.0361,18176171
5/22/15,101.9161,102.3036,101.8515,101.9346,14677769
5/26/15,101.7131,101.8515,100.3567,100.7627,27622652
5/27/15,101.0672,102.4974,100.8457,102.3867,33132579
5/28/15,102.1929,102.4328,101.8423,102.156,18751210
5/29/15,102.0914,102.2298,101.3071,101.547,32927002
6/1/15,102.0914,102.1652,101.0579,101.8884,26627471
6/2/15,101.5101,102.0637,101.0118,101.5655,21078195
6/3/15,102.0268,102.2483,101.6208,101.87,22224352
6/4/15,101.2979,101.9438,100.7719,101.0949,34001616
6/5/15,100.9749,101.2148,100.2367,100.855,24537582
6/8/15,100.8088,100.8826,99.6277,99.8307,26604820
6/9/15,99.5908,100.0245,98.9172,99.6646,29861880
6/10/15,99.923,101.3255,99.8953,101.0303,32834765
6/11/15,101.3717,101.6393,101.0026,101.1779,19066577
6/12/15,100.6427,100.855,100.209,100.3474,29478461
6/15/15,99.6,100.006,99.0187,99.8492,33854558
6/16/15,99.7477,100.5597,99.7015,100.3936,17834800
6/17/15,100.5597,100.9934,100.0522,100.6704,25247439
6/18/15,101.0395,102.3129,100.9841,102.1376,46635571
6/19/15,102.1877,102.2617,101.5588,101.6328,30142420
6/22/15,102.3819,102.6871,102.1507,102.3819,20674284
6/23/15,102.4929,102.5576,102.0397,102.4651,19600722
6/24/15,102.3449,102.7796,101.9102,101.938,17100869
6/25/15,102.3357,102.4374,101.568,101.7345,19815559
6/26/15,101.716,101.9472,100.6802,101.0593,34936798
6/29/15,99.9403,100.4952,98.627,98.6732,55008279
6/30/15,99.4131,99.6258,98.7195,99.0247,37638045
7/1/15,100.005,100.2085,99.3484,99.8108,23022856
7/2/15,100.0975,100.1807,99.5333,99.8385,22164896
7/6/15,99.2096,100.1807,98.9969,99.6073,26286171
7/7/15,99.7183,99.9495,97.8778,99.857,47824276
7/8/15,99.1449,99.2651,97.9333,98.1183,42916158
7/9/15,99.4224,99.5148,98.0536,98.0628,30686841
7/10/15,99.3669,99.931,99.0062,99.5611,28561967
7/13/15,100.4212,101.3923,100.412,101.3091,27875264
7/14/15,101.4478,102.2524,101.3923,101.975,23762639
7/15/15,102.1692,102.4836,101.7992,102.0859,30957701
7/16/15,102.9276,103.5472,102.7241,103.5287,32263194
7/17/15,104.3611,105.0547,104.1854,105.0547,38845716
7/20/15,105.2767,105.7946,104.953,105.4154,28695193
7/21/15,105.4524,105.6189,105.0455,105.3507,38350491
7/22/15,103.7414,104.6663,103.7414,104.1576,38465222
7/23/15,104.2501,104.6016,103.501,103.7692,27786066
7/24/15,104.3241,104.5091,102.5946,102.7518,33350716
7/27/15,102.1692,102.6131,101.679,101.901,38919217
7/28/15,102.3542,102.9831,101.5403,102.7796,36279467
7/29/15,103.0016,103.39,102.6039,103.168,28884409
7/30/15,102.9276,103.8339,102.3079,103.6582,27504732
7/31/15,103.9819,104.0374,103.3253,103.538,23875739
8/3/15,103.5565,103.8432,102.5299,103.2143,27032974
8/4/15,103.168,103.353,102.5946,103.0201,23930444
8/5/15,103.5935,104.5091,103.4732,103.8154,31345109
8/6/15,103.9079,104.0466,101.6883,102.1507,45547903
8/7/15,101.901,102.2617,101.1796,102.0212,32444726
8/10/15,102.6686,103.4085,102.6594,103.1865,23247548
8/11/15,102.6409,103.0386,101.2998,101.864,39058050
8/12/15,101.1611,102.4189,100.0883,102.2154,45292204
8/13/15,102.3172,102.8073,101.827,102.0489,24339396
8/14/15,101.8085,102.3542,101.605,102.2062,19381219
8/17/15,101.9565,103.0848,101.6975,103.057,22949344
8/18/15,102.9183,103.0016,102.3911,102.5299,15120462
8/19/15,102.2154,102.7611,101.2628,101.8547,45965179
8/20/15,100.9114,101.2351,99.0247,99.0339,62439036
8/21/15,97.6374,98.4697,94.7056,94.7056,105706235
8/24/15,87.1495,94.8258,78.3726,91.0616,163084124
8/25/15,94.4004,95.02,90.6454,90.7194,81188821
8/26/15,93.3738,95.4732,91.4963,95.2882,112561830
8/27/15,96.6663,97.7668,95.5194,97.7021,75014246
8/28/15,97.1842,98.0351,96.9715,97.6836,53975368
8/31/15,97.138,97.6744,96.2316,96.472,42762534
9/1/15,94.0674,95.5287,93.0686,93.457,79099093
9/2/15,95.1495,96.1114,94.0582,96.0929,47535326
9/3/15,96.472,97.1287,95.353,95.6212,48798448
9/4/15,94.3079,95.1218,93.9564,94.4836,53391492
9/8/15,96.2963,97.2674,95.8986,97.1472,40377501
9/9/15,98.294,98.3218,95.8061,96.0559,50977153
9/10/15,95.9449,97.7391,95.8339,97.101,51561018
9/11/15,96.657,97.6374,96.3796,97.6374,31470732
9/14/15,97.9981,98.0166,96.9715,97.3414,21320873
9/15/15,97.5726,98.7934,97.2119,98.4882,32459228
9/16/15,98.5067,99.1356,98.1645,99.0432,33874442
9/17/15,98.9414,100.5507,98.627,99.0801,60700953
9/18/15,97.5597,98.8298,97.5041,97.6709,52187946
9/21/15,98.2087,98.7835,97.0961,97.9769,38585098
9/22/15,96.475,96.8087,95.6128,96.5121,51083071
9/23/15,96.7716,97.0312,96.0856,96.5862,23487102
9/24/15,95.6498,96.5955,94.8154,96.2339,41294288
9/25/15,97.263,97.3557,94.8247,95.4181,48214372
9/28/15,95.0101,95.075,92.4235,92.7016,47542859
9/29/15,92.9334,93.8791,91.552,92.2195,53192792
9/30/15,93.536,94.4446,93.1745,94.3426,44667247
10/1/15,94.5095,94.7784,93.2579,94.7691,42432006
10/2/15,93.4526,96.4286,93.1559,96.4286,64038651
10/5/15,97.1425,98.0696,96.9293,97.81,35436501
10/6/15,97.5782,97.9027,96.5862,97.3465,35650049
10/7/15,97.9583,98.1438,96.6882,97.9305,40328924
10/8/15,97.5597,98.4868,96.614,98.3199,54134743
10/9/15,98.3663,98.9504,98.0974,98.7649,25787265
10/12/15,98.9504,99.1914,98.598,99.006,17432573
10/13/15,98.4404,99.4417,98.2736,98.3663,29122345
10/14/15,98.3663,98.8576,97.8007,98.2087,33332203
10/15/15,98.5702,99.8311,98.4404,99.8218,41412400
10/16/15,100.0351,100.2947,99.553,100.239,29221060
10/19/15,100.1092,100.8787,99.8867,100.8138,25645536
10/20/15,100.6284,100.8509,99.9516,100.2947,25244700
10/21/15,100.8046,100.9066,99.6457,99.6828,32569188
10/22/15,100.5728,101.7966,100.2854,101.7131,46142052
10/23/15,104.4481,104.9858,103.9011,104.5594,57351266
10/26/15,104.4852,104.8282,104.0865,104.6243,27955708
10/27/15,104.3461,104.9858,104.3183,104.8375,33858474
10/28/15,104.9951,105.709,104.1514,105.709,45541341
10/29/15,105.2269,105.7183,105.1156,105.5421,26872026
10/30/15,105.5885,105.7646,105.0415,105.0693,29337642
11/2/15,105.3474,106.3858,105.1249,106.256,23920480
11/3/15,106.0427,107.0069,105.8851,106.6268,22023625
11/4/15,106.9791,107.0533,106.1911,106.6361,30884170
11/5/15,106.7288,106.9791,105.7924,106.3487,26969853
11/6/15,106.1447,106.5434,105.4679,106.4229,32277634
11/9/15,106.0242,106.1633,104.6335,105.2918,36111922
11/10/15,104.7355,105.1249,104.4203,105.0229,38239409
11/11/15,105.3103,105.8202,104.717,104.8931,24537355
11/12/15,104.4388,104.9766,103.7991,103.8733,33649548
11/13/15,103.4376,103.5488,101.778,101.8337,56990034
11/16/15,101.7409,103.317,101.4999,103.2985,36652210
11/17/15,103.4746,104.1051,103.1038,103.3634,32983600
11/18/15,103.7806,105.4494,103.6786,105.3474,35558277
11/19/15,105.3938,105.9037,105.2176,105.4216,28247046
11/20/15,105.9129,106.2189,105.8202,106.1355,24514363
11/23/15,106.1818,106.5619,105.3752,105.8295,22323264
11/24/15,105.1527,105.9871,104.615,105.7368,28443685
11/25/15,105.8666,106.0242,105.607,105.8295,15273176
11/27/15,106.052,106.1911,105.6163,105.9778,9521968
11/30/15,106.2467,106.2931,105.366,105.709,27010408
12/1/15,106.1262,106.7659,106.0057,106.7659,30891076
12/2/15,106.8308,107.3129,105.95,106.1076,24156172
12/3/15,106.395,106.5805,103.6879,104.309,46115739
12/4/15,104.615,106.9235,104.411,106.7473,43185119
12/7/15,106.8215,106.8864,105.7553,106.2652,27927793
12/8/15,105.1713,106.6175,105.1156,106.2745,33213571
12/9/15,105.7924,106.395,104.0216,104.6613,52323098
12/10/15,104.9024,105.8388,104.5872,105.1342,32525398
12/11/15,103.9197,104.1978,102.6495,102.7144,60426770
12/14/15,102.8906,103.5395,101.4072,103.4932,57273187
12/15/15,104.3925,105.0229,103.9938,104.1236,52235502
12/16/15,104.8282,105.848,103.7342,105.6719,48477679
12/17/15,106.1169,106.1355,104.1144,104.1329,49259249
12/18/15,103.7628,104.0418,102.1354,102.1354,57795077
12/21/15,103.1025,103.2885,102.34,103.2699,28424183
12/22/15,103.8279,104.0976,103.2699,103.9488,28539768
12/23/15,104.4695,104.795,104.3022,104.7206,27589829
12/24/15,104.6834,104.9903,104.6555,104.702,12345089
12/28/15,104.4509,104.6648,103.6977,104.6462,20628847
12/29/15,105.2786,106.5154,105.2042,106.2922,29814382
12/30/15,106.162,106.2364,105.3158,105.3344,20990581
12/31/15,104.9624,105.1577,104.0046,104.0232,32138383
1/4/16,101.7634,101.9215,100.5452,101.8285,54635318
1/5/16,102.3307,102.4609,101.1775,101.6518,41717826
1/6/16,99.9035,101.2612,99.8849,100.6754,45046951
1/7/16,98.5365,99.7733,97.4671,97.5229,66010968
1/8/16,98.2668,98.8434,96.6208,96.7231,74568224
1/11/16,97.4485,97.6996,95.5328,97.0207,53792685
1/12/16,97.932,98.6481,96.7882,98.1459,50255054
1/13/16,98.5737,98.7876,94.6122,94.761,75134433
