Symbol: XOP,,,,,Study: VOL (LikeMain)
Date Time,Open,High,Low,Close,Volume
2021-07-14,92.55,93.42,87.06,87.48,12021500
2021-07-15,86.38,87.75,84.75,85.72,9394400
2021-07-16,86.78,86.95,82.04,82.32,10210400
2021-07-19,78.98,80.5,77.44,78.96,10942800
2021-07-20,79.05,81.36,78.21,80.86,8989000
2021-07-21,82.73,85.765,82.6,84.75,8463200
2021-07-22,84.75,84.83,82.05,83.03,7113200
2021-07-23,83.38,83.47,80.99,82.18,5285600
2021-07-26,82.03,85.55,82.03,84.7,5896300
2021-07-27,83.89,83.89,81.01,82.08,7491900
2021-07-28,82.87,84.93,81.67,83.91,6955200
2021-07-29,84.85,85.0167,82.84,83.79,6187300
2021-07-30,83.02,83.48,81.73,82.8,8696900
2021-08-02,82.87,85.2,80.875,81.15,6982500
2021-08-03,80.7,83.29,79.58,82.82,7541600
2021-08-04,81.02,82.11,78.88,79.1,14626200
2021-08-05,79.67,82.81,79.67,81.22,8965600
2021-08-06,82.47,83.22,81.31,82.13,5521000
2021-08-09,80.62,81.53,79.74,80.77,6046300
2021-08-10,81.47,83.53,81.11,83,5600200
2021-08-11,82.34,83.33,81.02,83.3,6763100
2021-08-12,83.1,83.92,81.655,83.05,6894300
2021-08-13,82.74,82.84,80.16,80.23,5915800
2021-08-16,78.85,79.03,77.36,77.88,7352800
2021-08-17,77.3,79.1,76.64,77.34,6226500
2021-08-18,77.35,78.5,75.05,75.17,9852200
2021-08-19,73.69,74.49,71.48,72.88,10789600
2021-08-20,72.33,73.52,71.72,73.17,12762900
2021-08-23,75.7,77.09,75.4,76.87,7047900
2021-08-24,78,79.58,77.53,79.17,6974600
2021-08-25,79.27,81.47,78.23,80.59,6688500
2021-08-26,79.9,80.75,78.71,79.22,6792500
2021-08-27,80.44,84.25,80.42,83.4,8264300
2021-08-30,83.96,84.31,81.8,82.02,5684500
2021-08-31,81.39,83.51,81.04,82.65,6447900
2021-09-01,82.46,82.91,81.53,82.03,6002800
2021-09-02,83.11,86.14,83.05,84.76,6807900
2021-09-03,84.76,85.64,83.82,84.52,4692900
2021-09-07,83.78,85.78,83.67,84.28,6471700
2021-09-08,85.13,85.87,83.005,83.31,7083000
2021-09-09,82.77,85.69,82.21,84.35,5564500
2021-09-10,85.96,86.04,83.645,83.67,4799300
2021-09-13,85.25,87.53,85.21,87.12,9036100
2021-09-14,88.21,88.41,84.31,84.94,5938200
2021-09-15,86.96,90.125,86.85,89.93,7986500
2021-09-16,89.39,89.55,87.775,88.76,7344900
2021-09-17,88.47,89.75,87.54,87.95,7180500
2021-09-20,84.2,86,82.83,84.4,7180200
2021-09-21,85.79,86.33,82.87,84.59,4889000
2021-09-22,86.44,88.98,86.44,87.72,8059600
2021-09-23,88.55,91.92,87.75,91.54,8023000
2021-09-24,90.63,92.9289,90.46,92.05,5746500
2021-09-27,94.63,99.19,94.57,98.68,15560200
2021-09-28,100.2,100.43,97.13,97.35,11945800
2021-09-29,96.92,97.57,95.31,97.03,9598800
2021-09-30,96.85,98.01,94.97,96.72,12321800
2021-10-01,97.07,99.78,97.03,99.24,7906200
2021-10-04,100.87,102.73,100.23,101.76,9304900
2021-10-05,103.56,104.79,100.04,102.37,10172900
2021-10-06,100,101.7,97.66,100.09,9575600
2021-10-07,100.78,103.485,99.7,102.79,6590500
2021-10-08,104.21,106.43,104.09,105.37,8172100
2021-10-11,107.44,108.34,104.9,105.01,7298600
2021-10-12,104.68,106.63,103.37,104.68,7092500
2021-10-13,103.44,104.69,101.27,104.24,6358300
2021-10-14,106.32,106.79,104.65,105.81,4669100
2021-10-15,107.48,108.16,105.14,105.21,6024900
2021-10-18,106.69,108.79,104.7,105.76,8132100
2021-10-19,106.32,107.55,105.03,106.61,5554900
2021-10-20,105.22,108.19,104.81,107.96,6439100
2021-10-21,107.17,107.92,104.605,105.63,6987000
2021-10-22,106.28,107.67,104.48,107.58,8272000
2021-10-25,109.5,111.89,109.12,110.69,7396000
2021-10-26,110.85,111.69,109.71,110.52,5132000
2021-10-27,108.64,110.15,105.485,105.83,10315200
2021-10-28,106.03,107.38,104.95,107.03,6708700
2021-10-29,107.31,107.78,104.48,106.36,6762500
2021-11-01,108.1,110.17,107.952,109.58,6562900
2021-11-02,108.99,110.48,107.65,108.42,6741900
2021-11-03,106.67,109.59,106.24,107.41,8242800
2021-11-04,109.83,110.56,105.47,106.77,7842400
2021-11-05,108.26,110.08,107.39,109.71,7150800
2021-11-08,110.99,112.85,110.82,111.47,5541300
2021-11-09,111.27,111.85,108.22,111.25,6690100
2021-11-10,110.2,110.55,104.83,106.04,9220900
2021-11-11,106.85,109.08,106.54,107.66,5969300
2021-11-12,106.89,107.99,106.23,107.42,4939600
2021-11-15,107.22,109.3,105.49,108.15,5877700
2021-11-16,108.34,108.6,106.41,107.56,5560400
2021-11-17,106.55,107.73,103.13,103.74,7889900
2021-11-18,103.97,105.655,101.76,103.96,5964800
2021-11-19,100.8,101.57,98.155,98.77,12303800
2021-11-22,98.92,102.75,98.8,100.33,10766400
2021-11-23,102.22,104.73,101.95,104.37,7365000
2021-11-24,103.5,106.42,103.24,105.74,6492900
2021-11-26,98.53,98.99,95.56,98.8,11524500
2021-11-29,101.84,103.19,98.62,100.03,8641100
2021-11-30,97.11,98.93,95.17,97.39,13093000
2021-12-01,100.66,100.7408,93.49,93.53,9907400
2021-12-02,92.78,97.26,91.38,96.56,8944700
2021-12-03,98.74,99.36,93.92,95.13,7158000
2021-12-06,96.69,99.28,94.4,98.05,7488900
2021-12-07,100.32,103.5,100.29,101.99,10012400
2021-12-08,102.6,103.3,101.64,102.18,4316600
2021-12-09,101.02,101.58,100.03,100.35,6710000
2021-12-10,101.88,102.21,98.45,101.56,4252700
2021-12-13,100.14,100.49,96.92,96.99,5576400
2021-12-14,95.67,97.78,94.88,95.27,5675000
2021-12-15,94.96,96.31,91.73,95.65,8547700
2021-12-16,97.06,98.75,94.57,94.74,6197300
2021-12-17,93.86,95.11,91.85,93.61,7874300
2021-12-20,89.85,91.07,88.02,90.95,7978400
2021-12-21,92.5436,95.495,92.13,95.24,6259100
2021-12-22,95,96.81,93.69,95.79,3909500
2021-12-23,96.11,97,95.32,95.43,3094100
2021-12-27,95.62,99.36,93.95,99.29,4818000
2021-12-28,99.77,100.69,97.93,98.43,3804400
2021-12-29,98.29,99.46,97.24,98.03,3685800
2021-12-30,98.42,99.09,96.13,96.19,4177500
2021-12-31,95.72,96.67,95.42,95.87,3105300
2022-01-03,96.21,100.51,96.15,100.42,8318700
2022-01-04,101.55,105.16,101.42,104.73,7482200
2022-01-05,105.78,106.84,101.365,101.53,8672200
2022-01-06,104.62,105.91,102.45,104.62,8014200
2022-01-07,105.21,105.73,103.362,104.7,5730100
2022-01-10,104.27,105.14,101.89,104.05,9117900
2022-01-11,105.33,109.27,103.56,108.65,8701400
2022-01-12,109.77,110.6,108.11,109.79,7898200
2022-01-13,109.12,110.65,107.16,107.65,6749200
2022-01-14,107.56,111.09,107.47,110.99,7271100
2022-01-18,112,112.95,107.91,109.12,8037400
2022-01-19,110.3,110.67,106.5062,107.92,10813700
2022-01-20,106.49,109.78,104.09,104.3,9685400
2022-01-21,102.66,103.51,99.45,100.55,15302800
2022-01-24,97.09,102.78,94.85,102.36,14499200
2022-01-25,100.83,107.08,98.9,106.25,11418200
2022-01-26,108.23,109.85,103.3,104.87,12593200
2022-01-27,107.33,108.865,102.24,104.92,12674800
2022-01-28,105.45,107.03,102.64,106.02,10602300
2022-01-31,105.79,107.73,103.3,106.6,7282100
2022-02-01,105.73,111.68,104.98,111.1,11423500
2022-02-02,111.47,111.99,108.62,111.84,7769800
2022-02-03,110.44,111.48,108.37,110.21,7959700
2022-02-04,111.24,115.2,110.96,111.92,10242900
2022-02-07,110.57,112.8581,109.39,111.22,7723500
2022-02-08,110.6,110.99,106.5822,107.74,9384300
2022-02-09,107.86,110.39,107.77,109.95,5903600
2022-02-10,108.94,113.52,108.85,110.07,10449700
2022-02-11,111.13,114.42,110.26,113.95,13504200
2022-02-14,113.61,113.61,109.97,111.27,9219600
2022-02-15,108.06,110.55,106.9,110.14,9202400
2022-02-16,111.27,113.18,108.74,109.53,10084000
2022-02-17,109.52,112.09,108.8327,109.65,10055200
2022-02-18,107.96,110.5,107.48,108.45,8562600
2022-02-22,112,112,104.53,106.27,11346800
2022-02-23,107.68,109.9,106.97,108.12,10273800
2022-02-24,110.39,111.06,106.26,109.96,17071400
2022-02-25,109.64,111.375,108.48,111.07,9090000
2022-02-28,112.04,117.09,111.6,116.91,16291900
2022-03-01,119.1,121.37,117.21,119.26,18413800
2022-03-02,121.9,123.23,119.75,121.51,18594100
2022-03-03,120.29,121.63,118.5,120.27,14852700
2022-03-04,120.58,125.31,120.52,125.01,19268000
2022-03-07,126.77,130.22,122.8,125.73,16854800
2022-03-08,128.85,132.73,123.41,126.95,18214800
2022-03-09,123.09,126.93,120.23,125.82,21985300
2022-03-10,126.65,129.18,125.07,128.33,11922000
2022-03-11,126.85,129.29,125.79,126.32,9269619
2022-03-14,123.92,124.3,118.47,120.97,16961800
2022-03-15,116,120.05,114.84,118.87,11172600
2022-03-16,119.02,120.59,117.15,119.14,14570200
2022-03-17,122.17,126.21,121.851,125.38,10128100
2022-03-18,125.04,125.88,124.37,125.19,7927100
2022-03-21,127.56,129.75,127.17,128.93,7371000
2022-03-22,129,129.98,126.03,128.18,4451500
2022-03-23,130.61,132,129.46,130.85,5471400
2022-03-24,131.17,133.27,130.49,132.31,3951300
2022-03-25,131.85,138.91,131.67,138.6,8132000
2022-03-28,135.21,136.02,133.5201,135.13,6888600
2022-03-29,131.37,135.35,129.7,135.29,7849600
2022-03-30,137.13,139.75,135.655,136.5,5901300
2022-03-31,135.1,139.16,134.47,134.55,7454000
2022-04-01,135.1,138.76,134.785,138.48,5415100
2022-04-04,140.44,141.49,137.18,138.87,5570400
2022-04-05,140.04,142,135.5,135.68,5768100
2022-04-06,136.84,138.72,134.31,135.54,5355900
2022-04-07,137.35,138.69,132.77,136.78,5781600
2022-04-08,137.36,140.89,137.21,139.89,4570800
2022-04-11,138.6,138.6,135.1,137.03,6724600
2022-04-12,139.71,142.63,138.71,138.93,6151400
2022-04-13,141.35,143.2,138.8914,142.59,5304600
2022-04-14,142.42,144.37,141.55,142.93,4530900
2022-04-18,144.89,147.2,143.18,145.64,6369700
2022-04-19,144.06,145.58,142.06,143.38,5415700
2022-04-20,144.47,146.01,142.54,145.34,5692000
2022-04-21,146.98,147.67,137.97,139.02,9181400
2022-04-22,137.81,140,132.41,133.26,8865200
2022-04-25,128.79,131.71,123.99,130.69,11519100
2022-04-26,131.46,133.92,129.07,129.24,5803600
2022-04-27,129.98,132.67,127.03,131.13,6677800
2022-04-28,132.38,136.91,127.95,135.32,7980300
2022-04-29,135.57,137.1,130.87,131.81,7132800
2022-05-02,129.6,132.7,127.29,132,13212100
2022-05-03,132.75,139.04,132.65,138.2,7718400
2022-05-04,141.5,144.31,137.38,143.79,10198700
2022-05-05,144.9,145.33,135.93,140.05,8953500
2022-05-06,141.82,142.51,137.48,141.88,6445700
2022-05-09,138.23,138.33,126.53,127.24,12550400
2022-05-10,129.02,132.18,123.47,127.86,8649200
2022-05-11,131.21,135.2,128.22,128.47,7573900
2022-05-12,127.52,130.16,124.51,128.19,7486400
2022-05-13,130.75,134.97,130.75,133.63,6143000
2022-05-16,134.51,138.67,134.08,136.68,8526900
2022-05-17,139.1,141.52,137.47,140.66,6309400
2022-05-18,141.5,141.5,133.46,136.03,6548100
2022-05-19,132.4,138.455,132.4,135.97,6157500
2022-05-20,137.21,138.83,133.31,136.78,5457800
2022-05-23,138.31,142.74,136.57,142.39,6569100
2022-05-24,140.52,142.83,138.42,141.93,6208700
2022-05-25,142.88,147.9,141.63,147.64,6340600
2022-05-26,148.75,152.94,148.71,151.01,6669500
2022-05-27,150.65,157.35,149.63,157.04,5768500
2022-05-31,160.18,161.63,153.18,154.63,10766000
2022-06-01,157,161.053,155.39,159.68,7035700
2022-06-02,158.32,161.27,157.13,159.72,6483300
2022-06-03,159.66,162.11,158.92,161.62,4332600
2022-06-06,163.16,164.09,160.68,163.03,4636300
2022-06-07,162.39,169.27,161.92,169.15,4693100
2022-06-08,170.25,170.62,166.09,167.7,6488900
2022-06-09,166,168.69,163.67,165.48,5563100
2022-06-10,163.14,166.16,159.63,162.68,7122900
2022-06-13,156,156.86,148.59,152.54,9900500
2022-06-14,156.48,157.3,148.31,151.39,9080800
2022-06-15,151.48,153.1,145.56,149.15,7303200
2022-06-16,144.8,146.63,138.37,139.68,10110800
2022-06-17,139,139.76,127.59,129.51,15625400
2022-06-21,132,135.81,131.54,134.03,9262000
2022-06-22,127.14,130.09,125.14,126,11927000
2022-06-23,126.96,127.82,117.52,120.54,16082100
2022-06-24,122.74,125.73,120.44,121.99,13063100
2022-06-27,124.04,128.53,122.75,127.57,10154900
2022-06-28,131.09,132.85,127.93,130.93,9968500
2022-06-29,132.69,133.56,123.39,124.02,8148700
2022-06-30,120.7,123.92,118.13,119.48,9710600
2022-07-01,120.86,121.77,116.19,120.92,6302300
2022-07-05,117.53,118.03,111.33,114.31,11748400
2022-07-06,112.86,115.82,108.001,112.38,10711300
2022-07-07,115.69,119.93,115.37,118.77,8833500
2022-07-08,120.14,120.98,116.42,118.43,5592200
2022-07-11,117.02,118.89,114.84,117.01,5970100
2022-07-12,112.99,115.29,111.61,114.24,7062600
2022-07-13,112.39,117.48,112.39,115.19,6069100
2022-07-14,110.59,113.23,108.62,113.19,8374600
2022-07-15,115.96,116.17,113,115.99,7455400
2022-07-18,119.38,121.67,118.695,119.34,6729700
2022-07-19,119.12,124.39,118.81,124.03,5800200
2022-07-20,122.63,127.95,121.98,127.56,6335800
2022-07-21,123.64,124.47,119.87,123.96,7728000
2022-07-22,124.58,126,120.64,121.26,4834900
2022-07-25,123.54,128.05,121.58,127.9,5403100
2022-07-26,130,130.77,125.3,127,4526800
2022-07-27,128.1,132.67,126.85,131.99,5190100
2022-07-28,133.49,135.33,129.14,132.6,4451300
2022-07-29,135.61,138.18,134.68,137.02,4626300
2022-08-01,133.72,135.07,130.91,134.07,4933900
2022-08-02,133.64,136.4,132.18,134.72,4261800
2022-08-03,136.19,136.36,129.02,131.33,5833800
2022-08-04,129.75,131.04,124.815,125.21,6737600
2022-08-05,123.45,130.92,123.21,129.06,4519200
2022-08-08,129.26,131.26,128.52,129.55,3990900
2022-08-09,131.05,133.52,129.98,131.09,4099000
2022-08-10,131.21,133.79,128.41,133.3,5632500
2022-08-11,136.63,140.43,136.14,138.97,6051900
2022-08-12,138.16,140.335,137.04,140.25,4156500
2022-08-15,134.72,137.55,131.92,136.67,5055200
2022-08-16,138.54,140.03,134.83,136.65,5000900
2022-08-17,136.09,139.86,135.58,138.6,5402000
2022-08-18,140.51,145,140.5,144.65,6283100
2022-08-19,143.52,144.44,141.77,142.63,7563200
2022-08-22,141.48,144.32,138.27,143.44,7233300
2022-08-23,146.12,150.86,145.85,146.64,7048600
2022-08-24,147.54,149.81,146.57,149.53,5736000
2022-08-25,150.57,151.18,148.29,150.41,4873900
2022-08-26,150.37,152.33,147.8,149.01,3891500
2022-08-29,147.88,153.63,147.21,150.83,5108900
2022-08-30,148.11,148.11,141.62,143.3,9064900
2022-08-31,140.18,146.74,138.89,144.75,6307300
2022-09-01,141.98,142.89,138.12,139.12,7389800
2022-09-02,143.73,144.28,140.66,142.4,6440500
2022-09-06,143.61,144.2,139.55,140.3,4883600
2022-09-07,137.14,139.25,135.21,137.74,7460300
2022-09-08,138.69,140.24,137.53,139.37,3863900
2022-09-09,142.59,144.22,141.39,143.21,3644700
2022-09-12,145.49,146.94,143.38,145.2,3579600
2022-09-13,143.06,145.49,140.61,141.23,6111700
2022-09-14,143.57,148.03,143.15,146.21,5283100
2022-09-15,143.04,143.84,140.27,141.05,6313400
2022-09-16,140.09,140.39,133.98,137.22,8574300
2022-09-19,131.5,136.52,131.33,136.02,4951800
2022-09-20,134.97,135.53,131.9,134.07,3609300
2022-09-21,136.63,137.3898,131.23,131.26,4422300
2022-09-22,133.52,134.62,128.9,129.01,5150800
2022-09-23,123,123.48,117.24,118.61,10751200
2022-09-26,117.39,119.8,114.58,114.83,7187800
2022-09-27,117.05,119.91,115.98,117.81,6473100
2022-09-28,119.32,126.18,118.19,125.54,7533200
2022-09-29,124,124.78,120.61,124.73,5691000
2022-09-30,123.26,126.7,122.1,124.72,4445700
2022-10-03,130.38,133.78,129.45,132.76,5527400
2022-10-04,136.51,140,135.26,139.72,8217000
2022-10-05,139.75,143.45,136.45,142.28,7012800
2022-10-06,140.96,145.25,140.95,144.35,4024100
2022-10-07,144.35,146.71,141.4,142.58,5709900
2022-10-10,142.99,144.84,138.63,140.01,4398000
2022-10-11,136.76,141.08,135.3,138.15,6083400
2022-10-12,137.24,140.86,135.24,139.71,3247600
2022-10-13,137.05,145.75,136.83,144.83,6129800
2022-10-14,143.08,145.305,137.28,137.63,5013400
2022-10-17,140.27,142.98,139.31,140.91,4584900
2022-10-18,141.82,144.22,139.33,142.3,5371300
2022-10-19,142,146.67,141.4324,145.94,4624600
2022-10-20,147.7,149.25,143.73,144.35,4396600
2022-10-21,145.46,147.71,142.76,147.59,5409300
2022-10-24,147.4,149.18,146,147.63,3415200
2022-10-25,147.19,149.14,145.82,148.86,2982700
2022-10-26,149.42,153.13,149.42,151.18,5083800
2022-10-27,153.15,155.09,149.72,149.95,4255200
2022-10-28,151.25,152.39,145.53,149.27,5894000
2022-10-31,148.13,152.95,147.75,151.29,5688700
2022-11-01,154.09,154.36,151.92,153.2,4158700
2022-11-02,153.16,154.62,148.75,149.17,3916700
2022-11-03,148.13,153.58,147.42,152.57,4863800
2022-11-04,156.35,158.46,152.16,155.52,5622000
2022-11-07,156.98,161,156.72,160.23,4894700
2022-11-08,159.98,160.0099,156.64,159.19,3562200
2022-11-09,156.01,156.6,148.3,148.72,6229900
2022-11-10,152.57,154.43,149.5842,154.29,3772500
2022-11-11,157.55,160.91,157.11,159.14,4352500
2022-11-14,158,161.42,156.73,156.82,3779900
2022-11-15,157.98,161.03,156.44,160.62,4582800
2022-11-16,158.52,158.75,155.151,155.98,3231900
2022-11-17,153.64,155.77,152.14,155.65,4665700
2022-11-18,152.19,154.445,148.57,153.93,5692900
2022-11-21,150.73,151.58,145.175,151,8554400
2022-11-22,153.35,157.31,153.1,157.13,3349400
2022-11-23,155.05,156.585,153.01,154.64,3745500
2022-11-25,155.28,156.7,154.33,154.65,1549000
2022-11-28,149.93,151.76,148.56,148.97,6457900
2022-11-29,150.93,152.75,149.42,150.73,6292800
2022-11-30,153.08,153.35,148.46,152.12,4903700
2022-12-01,154.19,154.69,148.94,149.09,6112100
2022-12-02,148.36,149.73,146.88,147.84,4866800
2022-12-05,148.96,150.32,140.03,140.98,6061000
2022-12-06,139.93,142.08,135.67,137.08,6432400
2022-12-07,137.65,138.78,134.475,135.89,4716900
2022-12-08,138.97,139.46,132.15,132.8,7296700
2022-12-09,133.2,134.41,130.28,130.31,6106600
2022-12-12,131.82,135.94,130.78,135.25,5370200
2022-12-13,139.53,140.04,136.38,137.68,5668200
2022-12-14,138.77,139.76,135.49,136.96,4690900
2022-12-15,135.53,137.64,134.31,137.53,4552600
2022-12-16,133.6,135.57,132.34,135.16,5616400
2022-12-19,135.11,135.9,130.97,132.04,3267300
2022-12-20,131.97,134.29,131.27,133.43,3560700
2022-12-21,136.4,137.21,133.77,136.82,3873700
2022-12-22,136.76,136.76,129.45,132.51,5716900
2022-12-23,133.92,137.66,133.275,137.62,3057400
2022-12-27,138.25,139.04,137,138.52,2278100
2022-12-28,137.66,137.72,131.96,132.37,3844400
2022-12-29,131.55,135.79,131.36,135.22,2372400
2022-12-30,134.08,136.07,133.96,135.88,2201700
2023-01-03,134.01,135.38,126.7,128.28,6321600
2023-01-04,125.97,130.11,125.43,128.73,5151500
2023-01-05,128.14,130.03,126.79,128.92,4576300
2023-01-06,130.81,133,130.13,131.56,2849100
2023-01-09,134.77,136,132.54,132.9,3898600
2023-01-10,133.01,133.785,130.3,133.35,3037800
2023-01-11,135.25,135.28,132.48,134.39,2251000
2023-01-12,135.68,139.5,135.33,138.36,4252000
2023-01-13,138.2,139.47,136.23,139.09,2409000
2023-01-17,140.46,141.59,138.85,139.75,3264300
2023-01-18,140.64,143.26,136.92,137.02,4736300
2023-01-19,136.21,140.28,135.89,139.69,3472500
2023-01-20,140.5,141.93,138.65,141.7,5665600
2023-01-23,143.09,145.01,142.21,143.74,4409100
2023-01-24,143.62,143.62,141.37,142.19,5583300
2023-01-25,141.13,142.09,138.74,142.04,2958800
2023-01-26,143.46,145.55,141.28,145.45,4480200
2023-01-27,145.57,146.765,143.31,143.47,3201200
2023-01-30,141.58,142.12,138.74,138.83,5423700
2023-01-31,138.78,141.29,137.92,140.97,2918100
2023-02-01,140.12,140.5,134.195,137.7,6403100
2023-02-02,137.74,138.31,133.73,135.56,6493700
2023-02-03,135.86,139.23,134.75,134.95,6489300
2023-02-06,134.86,136.1,130.96,132.26,4498100
2023-02-07,133.28,137.79,132.07,137.6,4795600
2023-02-08,137.72,138.58,134.43,135.93,3321300
2023-02-09,136.15,136.42,133.61,133.81,2590600
2023-02-10,135.49,140.89,135.49,140.8,5151000
2023-02-13,139.67,140.82,137.99,139.82,3469900
2023-02-14,138.46,141.13,137.8051,140.63,2808600
2023-02-15,138.47,138.55,135.46,138.32,4897500
2023-02-16,138.08,139.83,136.45,136.5,2445900
2023-02-17,134.54,134.59,129.72,130.62,7058400
2023-02-21,130.05,131.13,128.23,128.67,4488200
2023-02-22,128.82,130.3,126.66,128.53,4454500
2023-02-23,131.15,133.15,129.75,132.39,4228400
2023-02-24,131.16,134.55,129.35,134.2,7025900
2023-02-27,134.65,136.09,133.14,134.97,3354400
2023-02-28,136.59,136.88,132.87,132.97,3719100
2023-03-01,132.3,136.51,131.9,135.99,4261800
2023-03-02,135.48,138.56,134.23,137.85,2920400
2023-03-03,135.97,141.81,135.29,141.14,6511300
2023-03-06,139.86,139.86,137.88,138.39,5635900
2023-03-07,137.84,138.35,135.44,136.08,5463500
2023-03-08,135.21,137.63,132.34,133.98,8897900
2023-03-09,134.74,136.99,130.59,130.69,5581100
2023-03-10,130.66,132.82,127.44,128.04,7394230
2023-03-13,124.35,127.98,121.63,124.14,11405900
2023-03-14,124.79,129.04,122.57,124.94,8552100
2023-03-15,120.01,120.4,114.25,117.03,15385200
2023-03-16,114.65,120.36,114.16,120.25,10667500
2023-03-17,119.7,120.11,115.92,117.66,8829100
2023-03-20,117.51,120.68,117.11,119.42,7534800
2023-03-21,122,124.28,121.48,123.58,5915600
2023-03-22,123.62,124.645,120.17,120.26,4394000
2023-03-23,121.64,122.97,117.17,118.48,6438100
2023-03-24,116.34,120.22,115.27,119.72,4584800
2023-03-27,121.6,123.7921,119.382,123.08,5541400
2023-03-28,122.51,125.9,122.26,124.69,4070400
2023-03-29,126.32,126.72,125,126.11,3382100
2023-03-30,127.36,127.58,125.07,126,4123000
2023-03-31,127,128.13,126.41,127.59,2879100
2023-04-03,133.46,135.03,131.28,133.88,9176200
2023-04-04,134.48,134.71,128.79,130.8,4903900
2023-04-05,131.01,132.19,129.15,132.06,5204200
2023-04-06,131.64,132.1,130.07,130.2,3783900
2023-04-10,131.59,134.4,131.31,133,3520600
2023-04-11,133.54,135.3,132.66,134.84,3639600
2023-04-12,135.66,135.67,133.48,133.74,2914200
2023-04-13,133.37,135.43,133.04,134.54,4265500
2023-04-14,134.5,135.54,133.2,134.42,3111900
2023-04-17,134.82,134.95,131.53,132.01,5120500
2023-04-18,131.89,131.99,130.18,131.56,3447100
2023-04-19,129.38,130.12,127.76,130.08,5527900
2023-04-20,128.16,128.83,126.74,128.02,3786400
2023-04-21,128.53,128.69,126.2557,126.91,3064100
2023-04-24,126.36,129.82,126.19,129.24,3510100
2023-04-25,127.59,127.72,124.52,125.02,4636100
2023-04-26,124.44,125.34,121.9,122.84,4996400
2023-04-27,123.27,124.61,121.69,123.79,3993700
2023-04-28,124.02,128.15,123.18,127.11,6155700
2023-05-01,125.27,127.43,124.8,126.22,4266600
2023-05-02,124.3,124.4,118.61,120.4,6258600
2023-05-03,118.24,120.33,117.42,118.05,5788000
2023-05-04,118.08,119.68,115.89,116.28,6469700
2023-05-05,119.93,121.59,119.55,120.33,4343100
2023-05-08,123.4,124.12,120.43,120.66,4350200
2023-05-09,119.23,121.39,118.46,120,3587500
2023-05-10,120.28,120.78,118.04,119.31,3378600
2023-05-11,117.37,118.58,116.86,117.92,4060500
2023-05-12,119.1,119.66,117.12,119.02,4149400
2023-05-15,120.17,122.31,119.26,121.27,5372300
2023-05-16,120.5,121.41,117.77,117.81,3946000
2023-05-17,119.39,121.25,117.72,120.39,4266000
2023-05-18,119.75,122.97,118.73,122.81,3481400
2023-05-19,124.16,124.92,122.27,123.04,3893600
2023-05-22,123.06,126.34,122.895,125.18,5192800
2023-05-23,126.39,127.57,125.33,125.5,3213900
2023-05-24,126.31,127.18,124.46,126.16,5423300
2023-05-25,123.82,124.05,121.54,122.76,4056200
2023-05-26,123.67,123.74,121.19,122.34,2858700
2023-05-30,120.23,120.5,118.26,119.92,4693600
2023-05-31,118,119.39,117.39,118.09,5110100
2023-06-01,118.36,120.82,117.42,118.97,3816900
2023-06-02,121.71,124.47,120.86,123.86,6445900
2023-06-05,125.17,125.17,121.96,122.13,4355500
2023-06-06,120.48,124.63,120.09,124.5,4286000
2023-06-07,125.51,129.24,125.22,129.08,5634600
2023-06-08,129,129.53,125.86,128.41,5527100
2023-06-09,127.75,128.81,126.56,127.29,4687400
2023-06-12,124.94,126.91,123.81,125.16,6455200
2023-06-13,126.8,129.4,126.385,126.46,5139300
2023-06-14,127.81,128.16,123.24,124.7,4704500
2023-06-15,125.01,128.115,124.97,127.19,5224500
2023-06-16,128.35,128.36,126.33,127.74,5815800
2023-06-20,126.24,126.24,122.31,123.83,4643000
2023-06-21,123.3,125.99,123.17,125.09,2708900
2023-06-22,123.26,123.59,121.87,122.72,5074200
2023-06-23,120.7,122.51,120.42,121.68,5038700
2023-06-26,122.03,124.721,121.99,123.56,2877200
2023-06-27,123.24,124.685,122.12,124.23,3317400
2023-06-28,124.25,125.97,122.93,125.64,4131000
2023-06-29,125.93,128.11,125.67,128.07,3067400
2023-06-30,129.3,129.8,127.51,128.83,3119300
2023-07-03,129.02,130.03,128.57,129.01,2005700
2023-07-05,129.7,129.77,127.97,128.4,3149700
2023-07-06,127.46,127.96,123.235,125.17,5725900
2023-07-07,124.74,130.55,124.74,128.72,5126100
2023-07-10,128.69,129.98,128.267,129.81,2901800
2023-07-11,130.72,133.27,130.07,133.03,4263000
2023-07-12,134.02,134.97,132.82,133.51,4437200
2023-07-13,133.63,135.96,132.85,133.86,6363900
2023-07-14,133.36,133.36,128.87,129.07,4526000
2023-07-17,128.65,130.33,128.21,129.62,3222200
2023-07-18,129.83,134.49,129.73,133.26,5991900
2023-07-19,133.87,135.34,133.14,133.94,3861900
2023-07-20,135.09,135.65,134.07,135.36,3741600
2023-07-21,136.29,136.29,134.5565,136.08,3826100
2023-07-24,136.71,139.655,136.49,138.29,4707500
2023-07-25,137.92,140.0258,136.93,138.75,3715300
2023-07-26,137.23,139.72,137.15,139.15,2571700
2023-07-27,140.64,141.1,137.63,138.14,3575600
2023-07-28,139.19,141.04,137.95,140.92,3843300
2023-07-31,142.04,143.22,141.88,143.03,3207300
2023-08-01,141.34,142.71,140.45,142.56,4395400
2023-08-02,141.4,141.96,138.7625,140.24,4452600
2023-08-03,140.87,144.57,139.53,143.16,5041800
2023-08-04,143.76,146.215,143.13,144.24,4289800
